行政區,路名,段號及其他註明,經度,緯度,導航頁面
萬華區,中華路,1段144-3號前,121.508356,25.043129,"https://www.google.com.tw/maps/dir//25.043129,121.508356"
萬華區,中華路,1段152-2號前,121.50822,25.042692,"https://www.google.com.tw/maps/dir//25.042692,121.50822"
萬華區,中華路,1段90號,121.508311,25.045335,"https://www.google.com.tw/maps/dir//25.045335,121.508311"
萬華區,中華路,1段150號對面,121.508402,25.042805,"https://www.google.com.tw/maps/dir//25.042805,121.508402"
萬華區,中華路,1段152號前,121.508221,25.042747,"https://www.google.com.tw/maps/dir//25.042747,121.508221"
萬華區,漢口街,2段18號,121.508106,25.045354,"https://www.google.com.tw/maps/dir//25.045354,121.508106"
萬華區,忠孝西路,昆明街口,121.506401,25.048722,"https://www.google.com.tw/maps/dir//25.048722,121.506401"
萬華區,西寧南路,6-1號公車站牌,121.507217,25.047363,"https://www.google.com.tw/maps/dir//25.047363,121.507217"
萬華區,西寧南路,52號,121.506317,25.044176,"https://www.google.com.tw/maps/dir//25.044176,121.506317"
萬華區,西寧南路,143號,121.506331,25.04402,"https://www.google.com.tw/maps/dir//25.04402,121.506331"
萬華區,西寧南路,36號,121.506593,25.045226,"https://www.google.com.tw/maps/dir//25.045226,121.506593"
萬華區,峨眉街,81號,121.505314,25.043904,"https://www.google.com.tw/maps/dir//25.043904,121.505314"
萬華區,中華路,1段158號,121.507981,25.041958,"https://www.google.com.tw/maps/dir//25.041958,121.507981"
萬華區,中華路,1段164-1號,121.507813,25.04162,"https://www.google.com.tw/maps/dir//25.04162,121.507813"
萬華區,中華路,1段170號,121.507661,25.040762,"https://www.google.com.tw/maps/dir//25.040762,121.507661"
萬華區,中華路,1段174之23號,121.507529,25.040344,"https://www.google.com.tw/maps/dir//25.040344,121.507529"
萬華區,中華路,1段180號,121.506792,25.038097,"https://www.google.com.tw/maps/dir//25.038097,121.506792"
萬華區,成都路,10巷口,121.507332,25.042205,"https://www.google.com.tw/maps/dir//25.042205,121.507332"
萬華區,中華路,1段176之1號前,121.507224,25.039416,"https://www.google.com.tw/maps/dir//25.039416,121.507224"
萬華區,中華路,1段196號,121.506978,25.038627,"https://www.google.com.tw/maps/dir//25.038627,121.506978"
萬華區,環河南路,1段280-1號對面1,121.49984,25.041505,"https://www.google.com.tw/maps/dir//25.041505,121.49984"
萬華區,中華路,1段174-314號前,121.507416,25.039949,"https://www.google.com.tw/maps/dir//25.039949,121.507416"
萬華區,康定路,72號對面,121.502561,25.042682,"https://www.google.com.tw/maps/dir//25.042682,121.502561"
萬華區,環河南路,1段280-1號對面2,121.49985,25.041506,"https://www.google.com.tw/maps/dir//25.041506,121.49985"
萬華區,成都路,10巷口左側植栽前,121.505096,25.043031,"https://www.google.com.tw/maps/dir//25.043031,121.505096"
萬華區,成都路,86號,121.504735,25.043009,"https://www.google.com.tw/maps/dir//25.043009,121.504735"
萬華區,中華路,1段158號轉角捷運站出口後側,121.507891,25.041911,"https://www.google.com.tw/maps/dir//25.041911,121.507891"
萬華區,環河南路,1段280之3號,121.499565,25.041535,"https://www.google.com.tw/maps/dir//25.041535,121.499565"
萬華區,峨眉街,58號,121.504928,25.043986,"https://www.google.com.tw/maps/dir//25.043986,121.504928"
萬華區,西寧南路,169號,121.506098,25.043121,"https://www.google.com.tw/maps/dir//25.043121,121.506098"
萬華區,環河南路,1段280-1號前,121.499825,25.041761,"https://www.google.com.tw/maps/dir//25.041761,121.499825"
萬華區,成都路,21號,121.507014,25.042574,"https://www.google.com.tw/maps/dir//25.042574,121.507014"
萬華區,環河南路,2段95號天橋下旁,121.494912,25.035865,"https://www.google.com.tw/maps/dir//25.035865,121.494912"
萬華區,環河南路,2段93號高氏大宗祖祠,121.495381,25.036337,"https://www.google.com.tw/maps/dir//25.036337,121.495381"
萬華區,環河南路,2段75號黃氏大宗祖祠前,121.496213,25.03719,"https://www.google.com.tw/maps/dir//25.03719,121.496213"
萬華區,環河南路,2段49號,121.496875,25.038142,"https://www.google.com.tw/maps/dir//25.038142,121.496875"
萬華區,桂林路路,164號前,121.497606,25.038459,"https://www.google.com.tw/maps/dir//25.038459,121.497606"
萬華區,桂林路路,140號.華西街口,121.498593,25.03836,"https://www.google.com.tw/maps/dir//25.03836,121.498593"
萬華區,環河南路,二段122號,121.4952,25.03647,"https://www.google.com.tw/maps/dir//25.03647,121.4952"
萬華區,環河南路,二段140號,121.494762,25.036124,"https://www.google.com.tw/maps/dir//25.036124,121.494762"
萬華區,和平西路,3段251號旁天橋下,121.495107,25.035512,"https://www.google.com.tw/maps/dir//25.035512,121.495107"
萬華區,和平西路,3段251號（UBIKE站旁）,121.495573,25.035527,"https://www.google.com.tw/maps/dir//25.035527,121.495573"
萬華區,和平西路,3段235號（龍山國小大門口右側）,121.496167,25.035415,"https://www.google.com.tw/maps/dir//25.035415,121.496167"
萬華區,環河南路,2段241號右側消防栓(大理高中站牌邊),121.49041,25.03083,"https://www.google.com.tw/maps/dir//25.03083,121.49041"
萬華區,環河南路,2段278號,121.491515,25.032356,"https://www.google.com.tw/maps/dir//25.032356,121.491515"
萬華區,環河南路,3段103號,121.490695,25.024914,"https://www.google.com.tw/maps/dir//25.024914,121.490695"
萬華區,艋舺大道,大理高中側面,121.492165,25.029697,"https://www.google.com.tw/maps/dir//25.029697,121.492165"
萬華區,長順街,123巷口,121.488784,25.032411,"https://www.google.com.tw/maps/dir//25.032411,121.488784"
萬華區,環河南路,2段250巷31號對面,121.489839,25.034185,"https://www.google.com.tw/maps/dir//25.034185,121.489839"
萬華區,中華路,2段88號邊,121.504242,25.031661,"https://www.google.com.tw/maps/dir//25.031661,121.504242"
萬華區,和平西路,3段382巷12弄54號斜對面,121.490095,25.034655,"https://www.google.com.tw/maps/dir//25.034655,121.490095"
萬華區,東園街,144號對面,121.497594,25.023544,"https://www.google.com.tw/maps/dir//25.023544,121.497594"
萬華區,西藏路,華江高中後門,121.498064,25.029204,"https://www.google.com.tw/maps/dir//25.029204,121.498064"
萬華區,西藏路,萬華國中,121.498188,25.029204,"https://www.google.com.tw/maps/dir//25.029204,121.498188"
萬華區,環河南路,三段287號,121.49372,25.018567,"https://www.google.com.tw/maps/dir//25.018567,121.49372"
萬華區,長泰街,202號旁,121.496034,25.022007,"https://www.google.com.tw/maps/dir//25.022007,121.496034"
萬華區,環河南路,三段與武成街101巷交接口(公佈欄旁),121.493611,25.018889,"https://www.google.com.tw/maps/dir//25.018889,121.493611"
萬華區,環河南路,三段121號旁,121.491111,25.023889,"https://www.google.com.tw/maps/dir//25.023889,121.491111"
萬華區,環河南路,三段203號,121.492342,25.021614,"https://www.google.com.tw/maps/dir//25.021614,121.492342"
萬華區,德昌街,錦德公園,121.492233,25.023097,"https://www.google.com.tw/maps/dir//25.023097,121.492233"
萬華區,萬大路,344巷口(萬大國小旁),121.499943,25.023698,"https://www.google.com.tw/maps/dir//25.023698,121.499943"
萬華區,水源路,199號前,121.507341,25.0221906,"https://www.google.com.tw/maps/dir//25.0221906,121.507341"
萬華區,水源路,一號門右側,121.506472,25.0216119,"https://www.google.com.tw/maps/dir//25.0216119,121.506472"
萬華區,水源路,一號門左側,121.506027,25.0213158,"https://www.google.com.tw/maps/dir//25.0213158,121.506027"
萬華區,水源路,67號停車格右側10公尺處,121.505183,25.0207499,"https://www.google.com.tw/maps/dir//25.0207499,121.505183"
萬華區,青年路,90號對面,121.502803,25.023164,"https://www.google.com.tw/maps/dir//25.023164,121.502803"
萬華區,青年路,69號停車場出入口左側,121.5029,25.0239969,"https://www.google.com.tw/maps/dir//25.0239969,121.5029"
萬華區,水源路,80號停車格,121.504562,25.0203377,"https://www.google.com.tw/maps/dir//25.0203377,121.504562"
萬華區,國興路,24號對面公車站牌,121.507958,25.0244071,"https://www.google.com.tw/maps/dir//25.0244071,121.507958"
萬華區,青年路,140號對面,121.502662,25.0218404,"https://www.google.com.tw/maps/dir//25.0218404,121.502662"
萬華區,青年路,186之1號對面,121.503583,25.020474,"https://www.google.com.tw/maps/dir//25.020474,121.503583"
萬華區,青年路,168巷口斜對面(停車格51號),121.50287,25.0210623,"https://www.google.com.tw/maps/dir//25.0210623,121.50287"
萬華區,青年路,184號對面(停車格40號),121.503386,25.0206953,"https://www.google.com.tw/maps/dir//25.0206953,121.503386"
中正區,忠孝西路,一段70號前(懷寧街口),121.514357,25.046823,"https://www.google.com.tw/maps/dir//25.046823,121.514357"
中正區,忠孝西路,一段66號(新光三越前),121.515252,25.046607,"https://www.google.com.tw/maps/dir//25.046607,121.515252"
中正區,忠孝西路,一段50號(地下街Z2出入口),121.515861,25.0464181,"https://www.google.com.tw/maps/dir//25.0464181,121.515861"
中正區,忠孝西路,一段50號(大亞大廈),121.516102,25.0463646,"https://www.google.com.tw/maps/dir//25.0463646,121.516102"
中正區,忠孝西路,一段(台北車站捷運M6號出入口),121.516785,25.0461548,"https://www.google.com.tw/maps/dir//25.0461548,121.516785"
中正區,忠孝西路,一段36號前(公園路),121.517175,25.0460851,"https://www.google.com.tw/maps/dir//25.0460851,121.517175"
中正區,忠孝西路,一段41號,121.518339,25.046149,"https://www.google.com.tw/maps/dir//25.046149,121.518339"
中正區,忠孝西路,一段(台北車站捷運M3號出入口),121.51781,25.0462532,"https://www.google.com.tw/maps/dir//25.0462532,121.51781"
中正區,忠孝西路,一段(台北車站捷運Z1電梯出入口),121.515672,25.046824,"https://www.google.com.tw/maps/dir//25.046824,121.515672"
中正區,忠孝西路,一段(捷運M4號出入口),121.517258,25.0464232,"https://www.google.com.tw/maps/dir//25.0464232,121.517258"
中正區,忠孝西路,一段(台北車站捷運M5號與M4號出入口中間公車候車亭),121.516782,25.0465411,"https://www.google.com.tw/maps/dir//25.0465411,121.516782"
中正區,忠孝西路,一段(台北車站M5號出入口北側),121.516307,25.0466818,"https://www.google.com.tw/maps/dir//25.0466818,121.516307"
中正區,館前路,台北車站西側(館前路計程車排班處)-1,121.515283,25.047992,"https://www.google.com.tw/maps/dir//25.047992,121.515283"
中正區,館前路,台北車站西側(館前路計程車排班處)-2,121.515259,25.047793,"https://www.google.com.tw/maps/dir//25.047793,121.515259"
中正區,北平西路,台北車站西側-1,121.516095,25.0475085,"https://www.google.com.tw/maps/dir//25.0475085,121.516095"
中正區,北平西路,台北車站西側-2,121.516151,25.0477693,"https://www.google.com.tw/maps/dir//25.0477693,121.516151"
中正區,市民大道,台北車站北側(北1門),121.517368,25.048411,"https://www.google.com.tw/maps/dir//25.048411,121.517368"
中正區,市民大道,一段捷運M1號出入口,121.517933,25.0483373,"https://www.google.com.tw/maps/dir//25.0483373,121.517933"
中正區,中山北路,一段46號前(逸仙公園前),121.520175,25.0473852,"https://www.google.com.tw/maps/dir//25.0473852,121.520175"
中正區,貴陽街,懷寧街口,121.513729,25.03868,"https://www.google.com.tw/maps/dir//25.03868,121.513729"
中正區,市民大道,一段(台北車站北1門公車候車亭),121.51661,25.04856,"https://www.google.com.tw/maps/dir//25.04856,121.51661"
中正區,中山北路,一段40號前(北平西路口),121.520038,25.047031,"https://www.google.com.tw/maps/dir//25.047031,121.520038"
中正區,中山北路,一段14號前,121.519682,25.046299,"https://www.google.com.tw/maps/dir//25.046299,121.519682"
中正區,中山南路,2巷口,121.519212,25.045174,"https://www.google.com.tw/maps/dir//25.045174,121.519212"
中正區,中山南路,(西側)與青島西路口,121.519093,25.044731,"https://www.google.com.tw/maps/dir//25.044731,121.519093"
中正區,中山南路,(西側)與濟南路口,121.518727,25.043574,"https://www.google.com.tw/maps/dir//25.043574,121.518727"
中正區,中山南路,(西側)濟南路與徐州路口中間,121.518451,25.042652,"https://www.google.com.tw/maps/dir//25.042652,121.518451"
中正區,中山南路,台大醫院停車場前(南),121.518219,25.0418716,"https://www.google.com.tw/maps/dir//25.0418716,121.518219"
中正區,中山南路,(西側)與常德街口,121.517778,25.0402778,"https://www.google.com.tw/maps/dir//25.0402778,121.517778"
中正區,中山南路,(西側)外交部,121.517206,25.0384804,"https://www.google.com.tw/maps/dir//25.0384804,121.517206"
中正區,中山南路,20號(國家圖書館),121.516944,25.0375,"https://www.google.com.tw/maps/dir//25.0375,121.516944"
中正區,中山南路,20號（國家圖書館）,121.516944,25.0372222,"https://www.google.com.tw/maps/dir//25.0372222,121.516944"
中正區,中山南路,一段教大附小後門,121.516389,25.0358333,"https://www.google.com.tw/maps/dir//25.0358333,121.516389"
中正區,公園路,與愛國西路口,121.515482,25.035293,"https://www.google.com.tw/maps/dir//25.035293,121.515482"
中正區,公園路,29號(教大附小)-1,121.515142,25.035839,"https://www.google.com.tw/maps/dir//25.035839,121.515142"
中正區,公園路,29號(教大附小)-2,121.515125,25.0359919,"https://www.google.com.tw/maps/dir//25.0359919,121.515125"
中正區,公園路,21號(弘道國中)-1,121.515178,25.037142,"https://www.google.com.tw/maps/dir//25.037142,121.515178"
中正區,公園路,21號(弘道國中)-2,121.515169,25.037343,"https://www.google.com.tw/maps/dir//25.037343,121.515169"
中正區,公園路,15之3號,121.515848,25.040076,"https://www.google.com.tw/maps/dir//25.040076,121.515848"
中正區,公園路,台大醫院-1,121.516232,25.041558,"https://www.google.com.tw/maps/dir//25.041558,121.516232"
中正區,公園路,台大醫院-2,121.516429,25.042283,"https://www.google.com.tw/maps/dir//25.042283,121.516429"
中正區,公園路,台大醫院(復健部)3號出口,121.516752,25.0431906,"https://www.google.com.tw/maps/dir//25.0431906,121.516752"
中正區,公園路,(捷運台大站4號出入口),121.516417,25.042759,"https://www.google.com.tw/maps/dir//25.042759,121.516417"
中正區,公園路,二二八公園,121.516057,25.0415,"https://www.google.com.tw/maps/dir//25.0415,121.516057"
中正區,貴陽街,一段(北一女旁),121.514444,25.0386111,"https://www.google.com.tw/maps/dir//25.0386111,121.514444"
中正區,公園路,中央氣象局,121.515011,25.0380556,"https://www.google.com.tw/maps/dir//25.0380556,121.515011"
中正區,公園路,教育大學,121.514887,25.0360333,"https://www.google.com.tw/maps/dir//25.0360333,121.514887"
中正區,重慶南路,教育大學側門,121.512734,25.0367227,"https://www.google.com.tw/maps/dir//25.0367227,121.512734"
中正區,重慶南路,一段(北一女側門),121.512789,25.0375292,"https://www.google.com.tw/maps/dir//25.0375292,121.512789"
中正區,忠孝西路,一段懷寧街口對面(公車候車亭)-1,121.51422,25.0472156,"https://www.google.com.tw/maps/dir//25.0472156,121.51422"
中正區,忠孝西路,一段懷寧街口對面(公車候車亭)-2,121.514252,25.0474168,"https://www.google.com.tw/maps/dir//25.0474168,121.514252"
中正區,重慶南路,一段30號(第一銀行前),121.513174,25.0454508,"https://www.google.com.tw/maps/dir//25.0454508,121.513174"
中正區,重慶南路,一段140號(台北市立大學側)對面,121.51267,25.03588,"https://www.google.com.tw/maps/dir//25.03588,121.51267"
中正區,重慶南路,一段140號,121.512471,25.035705,"https://www.google.com.tw/maps/dir//25.035705,121.512471"
中正區,中華路,一段87號,121.507423,25.0383052,"https://www.google.com.tw/maps/dir//25.0383052,121.507423"
中正區,中華路,一段77號,121.507615,25.038814,"https://www.google.com.tw/maps/dir//25.038814,121.507615"
中正區,中華路,一段67號,121.507974,25.040203,"https://www.google.com.tw/maps/dir//25.040203,121.507974"
中正區,中華路,一段59號,121.508337,25.0413808,"https://www.google.com.tw/maps/dir//25.0413808,121.508337"
中正區,中華路,一段69號貴陽街口(北西福利站),121.507727,25.039347,"https://www.google.com.tw/maps/dir//25.039347,121.507727"
中正區,寶慶路,2號,121.509834,25.0414911,"https://www.google.com.tw/maps/dir//25.0414911,121.509834"
中正區,中華路,一段57號(中華路南站候車亭),121.508174,25.0415712,"https://www.google.com.tw/maps/dir//25.0415712,121.508174"
中正區,中華路,一段53號,121.508819,25.043229,"https://www.google.com.tw/maps/dir//25.043229,121.508819"
中正區,中華路,一段49號,121.509195,25.04438,"https://www.google.com.tw/maps/dir//25.04438,121.509195"
中正區,中華路,一段41號,121.509318,25.044806,"https://www.google.com.tw/maps/dir//25.044806,121.509318"
中正區,中華路,一段29之2號(公車候車亭),121.509448,25.04588,"https://www.google.com.tw/maps/dir//25.04588,121.509448"
中正區,中華路,一段29之1號,121.509566,25.0458394,"https://www.google.com.tw/maps/dir//25.0458394,121.509566"
中正區,中華路,一段19號,121.509909,25.046675,"https://www.google.com.tw/maps/dir//25.046675,121.509909"
中正區,中華路,一段5號,121.510344,25.047319,"https://www.google.com.tw/maps/dir//25.047319,121.510344"
中正區,仁愛路,一段2-4號東門國小側門,121.520447,25.0388941,"https://www.google.com.tw/maps/dir//25.0388941,121.520447"
中正區,信義路,一段南側(5號對面)(中正紀念堂),121.521273,25.0369734,"https://www.google.com.tw/maps/dir//25.0369734,121.521273"
中正區,愛國東路,(中正紀念堂大孝門左側),121.521007,25.032997,"https://www.google.com.tw/maps/dir//25.032997,121.521007"
中正區,信義路,信義路一段(國家音樂廳入口處旁),121.519091,25.0380762,"https://www.google.com.tw/maps/dir//25.0380762,121.519091"
中正區,中山南路,與愛國東路口,121.51712,25.034755,"https://www.google.com.tw/maps/dir//25.034755,121.51712"
中正區,中山南路,21號(自由廣場)左側,121.517056,25.036084,"https://www.google.com.tw/maps/dir//25.036084,121.517056"
中正區,中山南路,21號自由廣場右側(近貴陽街口),121.517713,25.037956,"https://www.google.com.tw/maps/dir//25.037956,121.517713"
中正區,中山南路,21號(自由廣場)右側,121.517396,25.0367203,"https://www.google.com.tw/maps/dir//25.0367203,121.517396"
中正區,信義路,一段南側(從林森南路口往紹興南街口)(中正紀念堂),121.521918,25.0365131,"https://www.google.com.tw/maps/dir//25.0365131,121.521918"
中正區,仁愛路,一段1號台大醫學院正門左側,121.519783,25.0391049,"https://www.google.com.tw/maps/dir//25.0391049,121.519783"
中正區,仁愛路,仁愛路一段1號,121.518582,25.0391955,"https://www.google.com.tw/maps/dir//25.0391955,121.518582"
中正區,信義路,一段南側(9號對面)(中正紀念堂),121.522344,25.0364542,"https://www.google.com.tw/maps/dir//25.0364542,121.522344"
中正區,信義路,一段與林森南路交叉口(公車站內)南側,121.520789,25.037124,"https://www.google.com.tw/maps/dir//25.037124,121.520789"
中正區,信義路,一段(中正紀念堂大忠門左側),121.522731,25.036035,"https://www.google.com.tw/maps/dir//25.036035,121.522731"
中正區,信義路,一段1號(張榮發基金會),121.519026,25.038272,"https://www.google.com.tw/maps/dir//25.038272,121.519026"
中正區,信義路,一段與林森南路交叉口(公車站內)北側,121.520885,25.037352,"https://www.google.com.tw/maps/dir//25.037352,121.520885"
中正區,信義路,一段南側(21號對面)(中正紀念堂),121.523472,25.0357928,"https://www.google.com.tw/maps/dir//25.0357928,121.523472"
中正區,信義路,一段13-1號與紹興南街交叉口,121.522749,25.036251,"https://www.google.com.tw/maps/dir//25.036251,121.522749"
中正區,信義路,一段南側近杭州南路口(中正紀念堂),121.523982,25.0354657,"https://www.google.com.tw/maps/dir//25.0354657,121.523982"
中正區,信義路,一段(中正紀念堂大忠門右側),121.523036,25.036109,"https://www.google.com.tw/maps/dir//25.036109,121.523036"
中正區,愛國東路,(中正紀念堂大孝門右側),121.520742,25.033147,"https://www.google.com.tw/maps/dir//25.033147,121.520742"
中正區,信義路,一段21號與杭州南路一段交叉口(公車站內)南側,121.524129,25.035717,"https://www.google.com.tw/maps/dir//25.035717,121.524129"
中正區,仁愛路,一段北側(台大醫學院停車場出入口),121.520626,25.0389752,"https://www.google.com.tw/maps/dir//25.0389752,121.520626"
中正區,信義路,一段21號,121.523267,25.036109,"https://www.google.com.tw/maps/dir//25.036109,121.523267"
中正區,信義路,一段與中山南路口(中正紀念堂旁),121.517947,25.038451,"https://www.google.com.tw/maps/dir//25.038451,121.517947"
中正區,信義路,一段1號北側與中山南路口(張榮發基金會前),121.517701,25.038746,"https://www.google.com.tw/maps/dir//25.038746,121.517701"
中正區,仁愛路,一段南側與中山南路口(張榮發基金會前),121.518236,25.0390875,"https://www.google.com.tw/maps/dir//25.0390875,121.518236"
中正區,信義路,一段北側(東門國小後門旁),121.519681,25.037969,"https://www.google.com.tw/maps/dir//25.037969,121.519681"
中正區,信義路,一段南側(中正紀念堂國家音樂廳車輛出入口),121.520633,25.037328,"https://www.google.com.tw/maps/dir//25.037328,121.520633"
中正區,信義路,一段南側與中山南路口(中正紀念堂旁),121.51813,25.038335,"https://www.google.com.tw/maps/dir//25.038335,121.51813"
中正區,仁愛路,二段3號公車站,121.525838,25.038014,"https://www.google.com.tw/maps/dir//25.038014,121.525838"
中正區,仁愛路,一段42號,121.523736,25.0384803,"https://www.google.com.tw/maps/dir//25.0384803,121.523736"
中正區,仁愛路,一段19號(青少年育樂中心),121.52253,25.038755,"https://www.google.com.tw/maps/dir//25.038755,121.52253"
中正區,仁愛路,一段南側(東門國小公車站內),121.521431,25.038824,"https://www.google.com.tw/maps/dir//25.038824,121.521431"
中正區,仁愛路,一段與林森南路口(公車站內)北側,121.521185,25.038803,"https://www.google.com.tw/maps/dir//25.038803,121.521185"
中正區,仁愛路,一段2之4號(東門國小前),121.521174,25.038733,"https://www.google.com.tw/maps/dir//25.038733,121.521174"
中正區,中山南路,與仁愛路一段南側(台大公車站),121.518409,25.039116,"https://www.google.com.tw/maps/dir//25.039116,121.518409"
中正區,中山南路,與仁愛路一段(公車站)北側,121.5186,25.039204,"https://www.google.com.tw/maps/dir//25.039204,121.5186"
中正區,中山南路,近仁愛路一段路口,121.518073,25.039575,"https://www.google.com.tw/maps/dir//25.039575,121.518073"
中正區,仁愛路,一段南側近中山南路口(張榮發基金會),121.518576,25.0391451,"https://www.google.com.tw/maps/dir//25.0391451,121.518576"
中正區,中山南路,與濟南路1段教會前,121.519084,25.043375,"https://www.google.com.tw/maps/dir//25.043375,121.519084"
中正區,中山南路,一段5號(徐州路口),121.518661,25.041933,"https://www.google.com.tw/maps/dir//25.041933,121.518661"
中正區,中山南路,一段(教育部前),121.518823,25.042485,"https://www.google.com.tw/maps/dir//25.042485,121.518823"
中正區,中山南路,與濟南路口(教育部旁),121.519033,25.0432383,"https://www.google.com.tw/maps/dir//25.0432383,121.519033"
中正區,青島東路,2號旁立法院週邊,121.520487,25.044203,"https://www.google.com.tw/maps/dir//25.044203,121.520487"
中正區,濟南路,一段與鎮江街口,121.520974,25.0427887,"https://www.google.com.tw/maps/dir//25.0427887,121.520974"
中正區,中山南路,與青島東路交叉口(立法院旁),121.519389,25.044448,"https://www.google.com.tw/maps/dir//25.044448,121.519389"
中正區,天津街,警政署側門旁,121.521919,25.046156,"https://www.google.com.tw/maps/dir//25.046156,121.521919"
中正區,天津街,保六大門旁,121.52201,25.046474,"https://www.google.com.tw/maps/dir//25.046474,121.52201"
中正區,天津街,新聞局旁,121.521887,25.046167,"https://www.google.com.tw/maps/dir//25.046167,121.521887"
中正區,青島東路,立法院側門旁,121.52085,25.04412,"https://www.google.com.tw/maps/dir//25.04412,121.52085"
中正區,鎮江街,4號(監察院側門旁),121.521424,25.044594,"https://www.google.com.tw/maps/dir//25.044594,121.521424"
中正區,濟南路,一段2號(台大校友餐廳前),121.519751,25.0430904,"https://www.google.com.tw/maps/dir//25.0430904,121.519751"
中正區,濟南路,一段2號對面公車站牌,121.519744,25.0431298,"https://www.google.com.tw/maps/dir//25.0431298,121.519744"
中正區,濟南路,一段外交部領事局停車場入口旁,121.520407,25.0429318,"https://www.google.com.tw/maps/dir//25.0429318,121.520407"
中正區,青島東路,立法院1號會館旁天橋下,121.520474,25.0442395,"https://www.google.com.tw/maps/dir//25.0442395,121.520474"
中正區,北平東路,行政院後大門左側,121.520602,25.0471129,"https://www.google.com.tw/maps/dir//25.0471129,121.520602"
中正區,濟南路,一段5號,121.52179,25.04274,"https://www.google.com.tw/maps/dir//25.04274,121.52179"
中正區,中山南路,監察院邊,121.519553,25.0449226,"https://www.google.com.tw/maps/dir//25.0449226,121.519553"
中正區,中山北路,一段公車站牌,121.520166,25.046524,"https://www.google.com.tw/maps/dir//25.046524,121.520166"
中正區,青島東路,立法院第三會館左側,121.52094,25.044132,"https://www.google.com.tw/maps/dir//25.044132,121.52094"
中正區,濟南路,一段(立法院康園餐廳右側),121.520279,25.0430026,"https://www.google.com.tw/maps/dir//25.0430026,121.520279"
中正區,中山南路,一段(監察院邊),121.51966,25.0452959,"https://www.google.com.tw/maps/dir//25.0452959,121.51966"
中正區,中山北路,一段行政院邊,121.520409,25.0470583,"https://www.google.com.tw/maps/dir//25.0470583,121.520409"
中正區,北平東路,行政院後門旁,121.521223,25.0469656,"https://www.google.com.tw/maps/dir//25.0469656,121.521223"
中正區,天津街,與忠孝東路路口,121.521675,25.0454308,"https://www.google.com.tw/maps/dir//25.0454308,121.521675"
中正區,濟南路,一段(立法院停車場入口旁),121.520962,25.0428316,"https://www.google.com.tw/maps/dir//25.0428316,121.520962"
中正區,中山南路,與青島東路口(監察院旁),121.519448,25.0445463,"https://www.google.com.tw/maps/dir//25.0445463,121.519448"
中正區,天津街,1號義警大隊旁,121.521759,25.0456003,"https://www.google.com.tw/maps/dir//25.0456003,121.521759"
中正區,濟南路,教育部員工消費合作社旁,121.519471,25.0431526,"https://www.google.com.tw/maps/dir//25.0431526,121.519471"
中正區,濟南路,經濟部標準檢驗局旁,121.52068,25.0428634,"https://www.google.com.tw/maps/dir//25.0428634,121.52068"
中正區,青島東路,監察院側門,121.520137,25.044318,"https://www.google.com.tw/maps/dir//25.044318,121.520137"
中正區,濟南路,1段1號旁,121.519508,25.043223,"https://www.google.com.tw/maps/dir//25.043223,121.519508"
中正區,鎮江街,(監察院郵局前),121.521502,25.044869,"https://www.google.com.tw/maps/dir//25.044869,121.521502"
中正區,徐州路,5號,121.5194,25.0417,"https://www.google.com.tw/maps/dir//25.0417,121.5194"
中正區,徐州路,9號,121.5202,25.0415,"https://www.google.com.tw/maps/dir//25.0415,121.5202"
中正區,濟南路,6號,121.521353,25.0427559,"https://www.google.com.tw/maps/dir//25.0427559,121.521353"
中正區,和平西路,一段(雙)150號,121.515693,25.027328,"https://www.google.com.tw/maps/dir//25.027328,121.515693"
中正區,汀州路,二段19號對面(螢橋國小公車站牌),121.51471,25.026074,"https://www.google.com.tw/maps/dir//25.026074,121.51471"
中正區,南昌路,一段4號,121.515074,25.034004,"https://www.google.com.tw/maps/dir//25.034004,121.515074"
中正區,重慶南路,二段45號(單),121.514661,25.031538,"https://www.google.com.tw/maps/dir//25.031538,121.514661"
中正區,重慶南路,二段43號,121.514577,25.03172,"https://www.google.com.tw/maps/dir//25.03172,121.514577"
中正區,重慶南路,二段15號,121.514119,25.032515,"https://www.google.com.tw/maps/dir//25.032515,121.514119"
中正區,南昌路,一段8號,121.515357,25.033671,"https://www.google.com.tw/maps/dir//25.033671,121.515357"
中正區,南昌路,一段10巷口,121.515636,25.033304,"https://www.google.com.tw/maps/dir//25.033304,121.515636"
中正區,南昌路,一段1-1號,121.515377,25.033786,"https://www.google.com.tw/maps/dir//25.033786,121.515377"
中正區,愛國西路,2號,121.515759,25.034651,"https://www.google.com.tw/maps/dir//25.034651,121.515759"
中正區,羅斯福路,一段4號,121.51747,25.033671,"https://www.google.com.tw/maps/dir//25.033671,121.51747"
中正區,羅斯福路,一段48號前,121.519372,25.031047,"https://www.google.com.tw/maps/dir//25.031047,121.519372"
中正區,羅斯福路,二段5號,121.521013,25.029184,"https://www.google.com.tw/maps/dir//25.029184,121.521013"
中正區,羅斯福路,一段27號,121.518497,25.032569,"https://www.google.com.tw/maps/dir//25.032569,121.518497"
中正區,羅斯福路,一段43號(捷運3號出口),121.518865,25.032073,"https://www.google.com.tw/maps/dir//25.032073,121.518865"
中正區,和平西路,牯嶺街60巷交叉口,121.5168,25.027185,"https://www.google.com.tw/maps/dir//25.027185,121.5168"
中正區,羅斯福路,一段5號,121.517511,25.033929,"https://www.google.com.tw/maps/dir//25.033929,121.517511"
